,sents,chapter,entities,chunks,label
4758,"Thus the distance of Mars from the sun comes out here to be 158,428, longer than before, because here we are also nearer to aphelion by 1° 26' 30"" ^20.",51.0,"[('Mars', 'PLAN'), ('aphelion', 'ASTR'), ('1° 26\' 30""', 'LONG')]","[the distance, Mars, the sun, we, aphelion, 1°]",1
4759,"But at this place on the eccentric for one degree about 220 units are owed from the distance, or for the entire angular difference, 317, so that this place, if we carry it back to an anomaly similar to the preceding, has a distance of 158,111 rather precisely.",51.0,"[('eccentric', 'ASTR'), ('158,111', 'PARA')]","[this place, the eccentric, one degree, about 220 units, the distance, the entire angular difference, this place, we, it, an anomaly, the preceding, a distance]",0
4760,"Whence it is proved that these two eccentric positions, treated by the method given above, will show exactly the same eccentric position as our vicarious hypothesis, except that on account of our nearness to 17° Scorpio we run the risk of being in error by one or two minutes.",51.0,"[('eccentric', 'ASTR'), ('eccentric', 'ASTR'), ('17° Scorpio', 'LONG')]","[it, these two eccentric positions, the method, exactly the same eccentric position, our vicarious hypothesis, account, our nearness, 17° Scorpio, we, the risk, error, one or two minutes]",1
4761,"Moreover, in the latter of these, the distance from Aquila comes out to 54° 12', which is not within 12' of agreeing with the other observed data, and consequently this observation is not perfectly certain.",51.0,"[(""54° 12'"", 'LONG'), ('observed', 'ASTR'), ('observation', 'ASTR')]","[the latter, the distance, Aquila, 54°, the other observed data, this observation]",0
4762,"Also, some small quantity should be added, owing to the latitude.",51.0,"[('latitude', 'ASTR')]","[some small quantity, the latitude]",0
4763,"A suitable observation at a similar longitude on the other semicircle occurred on 1582 November 12 at 6¾h am, when the sun's position was 29° 35' 17"" Scorpio ^21.",51.0,"[('observation', 'ASTR'), ('longitude', 'ASTR'), ('1582 November 12', 'DATE'), ('29° 35\' 17"" Scorpio', 'LONG')]","[A suitable observation, a similar longitude, the other semicircle, 6¾h am, the sun's position, 29°]",1
4764,"Its distance was 98,503, mean longitude of Mars 2s 15° 10' 20"", aphelion 4s 28° 44' 20"".",51.0,"[('longitude', 'ASTR'), ('Mars', 'PLAN'), ('15° 10\' 20""', 'LONG'), ('aphelion', 'ASTR'), ('28° 44\' 20""', 'LONG')]","[Its distance, mean longitude, 15°]",1
4765,"Hence, the full-circle complement of the mean  anomaly was 73° 34', and of the equated anomaly, 63° 45' 18"".",51.0,"[(""73° 34'"", 'LONG'), ('equated anomaly', 'ASTR'), ('63° 45\' 18""', 'LONG')]","[the full-circle complement, the mean  anomaly, 73°, the equated anomaly]",1
4766,"Hence, the eccentric position was 24° 59' 2"" Gemini.",51.0,"[('eccentric', 'ASTR'), ('24° 59\' 2"" Gemini.', 'LONG')]","[the eccentric position, 24° 59' 2"" Gemini]",1
4767,"Then, I say, the planet was observed at 26° 35' 30"" Cancer, making the angle of vision, the one at the earth, 57° 0' 13"", and at the planet, 31° 36' 28"".",51.0,"[('observed', 'ASTR'), ('26° 35\' 30"" Cancer', 'LONG'), ('57° 0\' 13""', 'LONG'), ('31° 36\' 28""', 'LONG')]","[I, the planet, 26° 35' 30"" Cancer, the angle, vision, the earth, 57°, the planet]",1
4768,"By these data it is determined that the planet's distance from the sun was 157,631.",51.0,[],"[these data, it, the planet's distance, the sun]",0
4769,"And because the anomaly was previously 70° 55', and is now 73° 34', we are therefore lower by 2° 39'.",51.0,"[(""70° 55'"", 'LONG'), (""73° 34'"", 'LONG'), (""2° 39'"", 'LONG')]","[the anomaly, 70°, 73°, we, 2°]",1
4770,"For this, in the previously mentioned ratio, 586 units are owed.",51.0,[],"[the previously mentioned ratio, 586 units]",0
4771,"So from the analogy of this  observation with the previous one, at a similar anomaly, a distance of 158,217 is appropriate, where again about the same amount as before, or a little more, is to be added for the latitude.",51.0,"[('observation', 'ASTR'), ('158,217', 'PARA'), ('latitude', 'ASTR')]","[the analogy, this  observation, the previous one, a similar anomaly, a distance, the same amount, the latitude]",0
4772,"The difference is about 127, which is excused owing to the uncertainty of the prior observations.",51.0,[],"[The difference, the uncertainty, the prior observations]",0
4773,"For it is very small, and may be neglected in our present undertaking, where we are considering magnitudes of 1800 or 3600 or still more.",51.0,[],"[it, our present undertaking, we, magnitudes]",0
4774,"But let us move yet higher towards aphelion, and explore those places",51.0,"[('aphelion', 'ASTR')]","[us, aphelion, those places]",0
4775,what was shown in Ch.,51.0,[],"[what, Ch]",0
4776,"6, the dislocation of the eccentric occasioned by exchanging the sun's mean motion for its true motion can occur most clearly, namely, at the sun's apogee and the sign of Cancer.",51.0,"[('eccentric', 'ASTR'), ('apogee', 'ASTR')]","[the dislocation, the eccentric, the sun's mean motion, its true motion, the sun's apogee, the sign, Cancer]",0
4777,"On 1596 March 9 at 7h 40m pm, when the sun's position was 29° 31' 24""",51.0,"[('1596 March 9', 'DATE'), ('7h 40m', 'TIME'), ('29° 31\' 24""', 'LONG')]","[March, 40m pm, the sun's position, 29°]",1
4778,"Pisces, the distance from earth 99,764, Mars's mean longitude 3s 15° 35' 0"", aphelion 4s 28° 58' 31"", the full-circle complement of the mean anomaly 43° 23' 31"", equated anomaly 36° 40' 2"", eccentric position from the vicarious hypothesis 22° 18' 29"" Cancer—the planet was observed at 15° 49' 12"" Gemini, latitude 1° 47' 40"" N ^22.",51.0,"[('Mars', 'PLAN'), ('longitude', 'ASTR'), ('15° 35\' 0""', 'LONG'), ('aphelion', 'ASTR'), ('28° 58\' 31""', 'LONG'), ('mean anomaly', 'ASTR'), ('43° 23\' 31""', 'LONG'), ('equated anomaly', 'ASTR'), ('36° 40\' 2""', 'LONG'), ('eccentric', 'ASTR'), ('22° 18\' 29"" Cancer', 'LONG'), ('observed', 'ASTR'), ('15° 49\' 12"" Gemini', 'LONG'), ('latitude', 'ASTR'), ('1° 47\' 40""', 'LONG')]","[Pisces, the distance, earth, Mars's mean longitude, 3s 15°, the full-circle complement, 43°, eccentric position, the vicarious hypothesis, 22°, the planet, 15°, ' 12"" Gemini, latitude]",1
4779,"Therefore, the angle at the earth was 76° 17' 48"", at the planet 36° 29' 17"".",51.0,"[('76° 17\' 48""', 'LONG'), ('36° 29\' 17""', 'LONG')]","[the angle, the earth, 76°, the planet, 36°]",1
4780,"Therefore, the distance of Mars from the sun was 162,994, or more correctly, this was the distance of the point in the plane of the ecliptic perpendicularly beneath the body of Mars.",51.0,"[('Mars', 'PLAN'), ('ecliptic', 'ASTR'), ('Mars', 'PLAN')]","[the distance, Mars, the sun, the distance, the point, the plane, the body, Mars]",0
4781,"But, for safety's sake, let another observation be added.",51.0,"[('observation', 'ASTR')]","[safety's sake, another observation]",0
4782,And Mars was at precisely the same sidereal position on 1584 Nov.,51.0,"[('Mars', 'PLAN'), ('sidereal', 'ASTR')]","[Mars, precisely the same sidereal position]",0
4783,"25 at 10h 20m, when the sun was at 14° 0' 3"" Sagittarius, distance from earth 98,318.",51.0,"[('10h 20m', 'TIME'), ('14° 0\' 3"" Sagittarius', 'LONG')]","[10h, the sun, 14°, distance, earth]",1
4784,"The mean anomaly was not perceptibly different from the previous one, because the motion of the aphelion is only very slightly faster than the motion of the fixed stars.",51.0,"[('mean anomaly', 'ASTR'), ('aphelion', 'ASTR')]","[The mean anomaly, the previous one, the motion, the aphelion, the motion, the fixed stars]",0
4785,"Therefore, the eccentric position is the same, 22° 8' 44"" Cancer, if you subtract the precession of 9' 45"".",51.0,"[('eccentric', 'ASTR'), ('22° 8\' 44"" Cancer', 'LONG'), ('precession', 'ASTR'), ('9\' 45""', 'LONG')]","[the eccentric position, you, the precession]",1
4786,But the planet was observed on Nov.,51.0,"[('observed', 'ASTR')]","[the planet, Nov.]",0
4787,"12 at 13h 26m at 23° 14' 15"" Leo,23 with latitude 2° 12' 24"" N. On the 20th of Nov.",51.0,"[('13h 26m', 'TIME'), ('23° 14\' 15"" Leo,23', 'LONG'), ('latitude', 'ASTR'), ('2° 12\' 24"" N.', 'LONG')]","[13h, latitude, 2°, the 20th, Nov.]",1
4788,"following, at 18h 30m astronomically,24 it appeared at 26° 0' 30"" Leo ^25.",51.0,"[('18h 30m', 'TIME'), ('26° 0\' 30"" Leo', 'LONG')]","[18h, 30m, it]",1
4789,"Thus in 8 days 5 hours it was moved forward 2° 46' 25"".",51.0,"[('5 hours', 'TIME'), ('2° 46\' 25""', 'LONG')]","[8 days, 5 hours, it]",1
4790,"In Magini, this is 2° 48'.",51.0,"[(""2° 48'"", 'LONG')]","[Magini, 2°]",1
4791,"Therefore, since our time follows by 4 days 15h 49m, to which corresponds 1° 28' of motion from Magini,26 we shall add 1° 27' according to the above ratio.",51.0,"[('15h 49m', 'TIME'), (""1° 28'"", 'LONG'), (""1° 27'"", 'LONG')]","[our time, 4 days 15h, motion, Magini,26, we, the above ratio]",1
4792,"So Mars could have been observed at 27° 27' 30"" Leo, approximately.",51.0,"[('Mars', 'PLAN'), ('observed', 'ASTR'), ('27° 27\' 30"" Leo', 'LONG')]","[Mars, 27° 27' 30"" Leo]",1
4793,"Therefore, the angle at the earth was 73° 27' 27"", at the planet 35° 18' 46"".",51.0,"[('73° 27\' 27""', 'LONG'), ('35° 18\' 46""', 'LONG')]","[the angle, the earth, 73°, the planet]",1
4794,"Hence, the distance of Mars from the sun here was 163,051, exceeding the previous one by 57 units.",51.0,"[('Mars', 'PLAN')]","[the distance, Mars, the sun, 57 units]",0
4795,"This can be absorbed by a very slight change in the eccentric position, as, indeed, the vicarious hypothesis is not trustworthy to within one minute.",51.0,"[('eccentric', 'ASTR')]","[a very slight change, the eccentric position, the vicarious hypothesis, within one minute]",0
4796,"Furthermore, I could easily have made some slight error in the application of the observation.",51.0,"[('observation', 'ASTR')]","[I, some slight error, the application, the observation]",0
4797,"For a similar longitude in the other semicircle, we shall again take up the observations of Chapter 27.",51.0,"[('longitude', 'ASTR')]","[a similar longitude, the other semicircle, we, the observations, Chapter]",0
4798,"There I derived a distance somewhat less than 163,100 using the equation of the observations, but from the bare observations themselves I obtained 162,818, in the plane of the ecliptic as before.",51.0,"[('163,100', 'PARA'), ('ecliptic', 'ASTR')]","[I, a distance, the equation, the observations, the bare observations, themselves, I, the plane, the ecliptic]",0
4799,"Now for one of the times introduced in that chapter, 1589 Feb.",51.0,[],"[the times, that chapter]",0
4800,"1227 at 5h 13m am, the mean longitude was 6s 12° 38' 44"",28 aphelion 4s 28° 50' 57""; and consequently, the mean anomaly was 43° 47' 48"", lower than our previous one by 24 minutes.",51.0,"[('5h 13m', 'TIME'), ('longitude', 'ASTR'), ('12° 38\' 44"",28', 'LONG'), ('aphelion', 'ASTR'), ('28° 50\' 57""', 'LONG'), ('mean anomaly', 'ASTR'), ('43° 47\' 48""', 'LONG')]","[the mean longitude, 6s 12° 38' 44"",28 aphelion, the mean anomaly, 43°, 24 minutes]",1
4801,To this there corresponds [an adjustment of] about 64 units at this position on the eccentric.,51.0,"[('eccentric', 'ASTR')]","[[an adjustment, about 64 units, this position, the eccentric]",0
4802,"So the distance which was less than 163,13729 at an anomaly of  43° 48' will again be increased at anomaly 43° 24' according to this ratio, so as to make it almost exactly 163,100 in this semicircle.",51.0,"[(""43° 48'"", 'LONG'), (""43° 24'"", 'LONG'), ('163,100', 'PARA')]","[the distance, an anomaly, 43°, this ratio, it, this semicircle]",0
4803,"In the previous one it was 163,051 and 162,996.",51.0,"[('163,051', 'PARA')]","[the previous one, it]",0
4804,"Again, not an outstanding fit.",51.0,[],"[Again, not an outstanding fit]",0
4805,"It should be noted, however, that in Chapter 27, to which I am referring here, the observations led us to subtract 1' 30"" from the eccentric position computed from our vicarious hypothesis at 5½° Libra, and this was through the observations of 1585, 1587, 1589, and 1590.",51.0,"[('1\' 30""', 'LONG'), ('eccentric', 'ASTR')]","[It, Chapter, I, the observations, us, the eccentric position, our vicarious hypothesis, 5½° Libra, the observations]",0
4806,"Second, in Chapter 18 above, the acronychal observation of 1589, at 5° Scorpio, gave the same testimony, namely, that our vicarious hypothesis needs to be diminished by 2⅕’.",51.0,"[('observation', 'ASTR'), ('5° Scorpio', 'LONG')]","[Chapter, the acronychal observation, 5° Scorpio, the same testimony, our vicarious hypothesis]",1
4807,"And in 1591, at 26° Sagittarius, there still was one minute to be subtracted.",51.0,"[('26° Sagittarius', 'LONG')]","[26° Sagittarius, one minute]",1
4808,"Third, in this very chapter, about 16° Scorpio, the observations of 1589 and 1594 required 3½ minutes to be subtracted from the eccentric position computed from our vicarious hypothesis.",51.0,"[('16° Scorpio', 'LONG'), ('eccentric', 'ASTR')]","[this very chapter, about 16° Scorpio, the observations, 3½ minutes, the eccentric position, our vicarious hypothesis]",0
4809,So therefore this is constant about the middle elongation of this semicircle.,51.0,"[('elongation', 'ASTR')]","[the middle elongation, this semicircle]",0
4810,"And likewise, near aphelion, we shall again take up the observations of  Chapter 28, where at a mean anomaly of 11° 37' a distance of 166,180 or 166,208 was found (without correction for latitude).",51.0,"[('aphelion', 'ASTR'), ('mean anomaly', 'ASTR'), (""11° 37'"", 'LONG'), ('166,180', 'PARA'), ('166,208', 'PARA'), ('latitude', 'ASTR')]","[aphelion, we, the observations, Chapter, a mean anomaly, a distance, correction, latitude]",0
4811,This was in the descending semicircle.,51.0,[],[the descending semicircle],0
4812,But it was at a similar anomaly on the ascending semicircle at  the following times.,51.0,[],"[it, a similar anomaly, the ascending semicircle, the following times]",0
4813,"On 1585 January 24 at 9h, when the position of the sun was 15° 9' 5"" Aquarius, its distance from earth 98,590, the mean longitude of Mars 4s 16° 50' 10"", the aphelion 4s 28° 46' 41"", the remainder of the mean anomaly to complete the full circle 11° 56' 31"", and the consequent eccentric position from the vicarious hypothesis 18° 49' 0"" Leo: the planet was observed at 24° 9' 30"" Leo, latitude 4° 31' 0"" N ^30.",51.0,"[('1585 January 24', 'DATE'), ('9h', 'TIME'), ('15° 9\' 5"" Aquarius', 'LONG'), ('longitude', 'ASTR'), ('Mars', 'PLAN'), ('16° 50\' 10""', 'LONG'), ('aphelion', 'ASTR'), ('28° 46\' 41""', 'LONG'), ('mean anomaly', 'ASTR'), ('11° 56\' 31""', 'LONG'), ('eccentric', 'ASTR'), ('18° 49\' 0"" Leo', 'LONG'), ('observed', 'ASTR'), ('24° 9\' 30"" Leo', 'LONG'), ('latitude', 'ASTR'), ('4° 31\' 0""', 'LONG')]","[January, the position, the sun, 15° 9' 5"" Aquarius, its distance, earth, the mean longitude, Mars, 16°, the aphelion, the remainder, the full circle, 11°, the consequent eccentric position, the vicarious hypothesis, 18°, "" Leo, the planet, 24° 9' 30"" Leo, latitude, 4°]",1
4814,"The angle at earth was therefore 9° 0' 25"", and at the planet 5° 20' 30"".",51.0,"[('9° 0\' 25""', 'LONG'), ('5° 20\' 30""', 'LONG')]","[The angle, earth, the planet]",1
4815,"Therefore, the distance of Mars from the sun was 165,792.",51.0,"[('Mars', 'PLAN')]","[the distance, Mars, the sun]",0
4816,"But if you subtract 1' 30"" from the vicarious hypothesis here, as appeared necessary above in Ch.",51.0,"[('1\' 30""', 'LONG')]","[you, the vicarious hypothesis, Ch]",1
4817,"18 in the computation of the acronychal opposition, the angle at the planet will be 5° 19', and the distance of Mars from the sun 166,580.",51.0,"[('opposition', 'ASTR'), (""5° 19'"", 'LONG'), ('Mars', 'PLAN')]","[the computation, the acronychal opposition, the angle, the planet, the distance, Mars, the sun]",0
4818,"And the distance here is easily changed to this extent, because earth and Mars are close to one another.",51.0,"[('Mars', 'PLAN')]","[the distance, this extent, earth, Mars]",0
4819,"Therefore, for insurance, we shall bring in other positions.",51.0,[],"[insurance, we, other positions]",0
4820,"On 1586 December 16 at 6½h am, when the sun was at 4° 16' 51"" Capricorn, 98,200 distant from earth, mean longitude of Mars 4s 18' 39' 9"", remainder of mean anomaly 10° 9' 41"", eccentric position from the vicarious hypothesis 20° 20' 30"" Leo: the declination of Mars was found to be 3° 54', right ascension from Arcturus and Spica 177° 27' ^31.",51.0,"[('1586 December 16', 'DATE'), ('4° 16\' 51"" Capricorn', 'LONG'), ('98,200', 'PARA'), ('longitude', 'ASTR'), ('Mars', 'PLAN'), ('18\' 39\' 9""', 'LONG'), ('mean anomaly', 'ASTR'), ('10° 9\' 41""', 'LONG'), ('eccentric', 'ASTR'), ('20° 20\' 30"" Leo', 'LONG'), ('Mars', 'PLAN'), (""3° 54'"", 'LONG'), ('ascension', 'ASTR'), ('Arcturus', 'STAR'), (""177° 27'"", 'LONG')]","[the sun, 4°, "" Capricorn, earth, longitude, Mars, remainder, "", eccentric position, the vicarious hypothesis, 20° 20' 30"" Leo, the declination, Mars, 3°, Arcturus, Spica, 177°]",1
4821,"Thus its longitude was 26° 6' 24"" Virgo, latitude 2° 35'.",51.0,"[('longitude', 'ASTR'), ('26° 6\' 24"" Virgo', 'LONG'), ('latitude', 'ASTR'), (""2° 35'"", 'LONG')]","[its longitude, 26° 6' 24"" Virgo, latitude, 2°]",1
4822,"Hence, the angle at earth was 81° 49' 33"", at the planet 35° 45' 54"".",51.0,"[('81° 49\' 33""', 'LONG'), ('35° 45\' 54""', 'LONG')]","[the angle, earth, 81°, the planet, 35°]",1
4823,"And the distance was 166,311, but by subtraction of 1' 30"" from the eccentric position, 166,208.",51.0,"[('1\' 30""', 'LONG'), ('eccentric', 'ASTR')]","[the distance, subtraction, the eccentric position]",0
4824,"And at the previous distance from aphelion, 11° 37', it would be about 70 units less.",51.0,"[('aphelion', 'ASTR'), (""11° 37'"", 'LONG')]","[the previous distance, aphelion, it]",1
4825,"So it would be either 166,241 or 166,138.",51.0,"[('166,241', 'PARA')]",[it],0
4826,On 1588 Nov.,51.0,[],[Nov.],0
4827,"6 at 6h 50m am, when the sun's position was 24° 3' 43"" Scorpio, 98,630 distant from earth, mean longitude of Mars 4s 20° 47' 35"", remainder of the anomaly 8° 2' 51"", eccentric position from the vicarious hypothesis 22° 7' 48"" Leo: Mars was observed at 23° 16' Virgo, lat.",51.0,"[('6h 50m', 'TIME'), ('24° 3\' 43"" Scorpio', 'LONG'), ('98,630', 'PARA'), ('longitude', 'ASTR'), ('Mars', 'PLAN'), ('20° 47\' 35""', 'LONG'), ('8° 2\' 51""', 'LONG'), ('eccentric', 'ASTR'), ('22° 7\' 48"" Leo', 'LONG'), ('Mars', 'PLAN'), ('observed', 'ASTR'), (""23° 16' Virgo"", 'LONG')]","[50m, the sun's position, 24°, earth, longitude, Mars, remainder, 8°, "", eccentric position, the vicarious hypothesis, 22° 7' 48"" Leo, Mars, 23°]",1
4828,"1° 37',32 {marginal:",51.0,"[(""1° 37',32"", 'LONG')]",[],1
4829,"254} Hence, the angle at earth was 60° 47' 43"", at the planet 31° 8' 12"".",51.0,"[('60° 47\' 43""', 'LONG'), ('31° 8\' 12""', 'LONG')]","[the angle, earth, 60°, the planet]",1
4830,"And thus the planet's distance from the sun was 166,511.",51.0,[],"[the planet's distance, the sun]",0
4831,"But by subtraction of 1' 30"" from the position of the vicarious hypothesis, the distance becomes 166,396.",51.0,"[('1\' 30""', 'LONG')]","[subtraction, the position, the vicarious hypothesis, the distance]",1
4832,"And by this analogy, at the greater distance from aphelion of 11° 37', where it is less by about 110, it is either 166,401 or 166,286.",51.0,"[('aphelion', 'ASTR'), (""11° 37'"", 'LONG'), ('166,401', 'PARA')]","[this analogy, the greater distance, aphelion, 11°, it, it]",0
4833,There is a discrepancy of 150 between this and the previous one.,51.0,[],[a discrepancy],0
4834,"And if, keeping the correction of the eccentric position, we take a mean between the two, 166,230, as if saying that in the two observations of 1586 and 1588 there were some small observational errors in opposite senses [in the determination of the distance], we will hardly differ at all from the distance in the descending semicircle.",51.0,"[('eccentric', 'ASTR')]","[the correction, the eccentric position, we, a mean, the two observations, some small observational errors, opposite senses, the determination, the distance, we, the distance, the descending semicircle]",0
4835,"Even this small difference will be able to be abolished by a slight retraction of the aphelion, of which more later.",51.0,"[('aphelion', 'ASTR')]","[Even this small difference, a slight retraction, the aphelion]",0
4836,"Thus, near aphelion also, as far as the senses can judge, we find the same distances from the sun at the same relationship to the aphelion in the two semicircles.",51.0,"[('aphelion', 'ASTR'), ('aphelion', 'ASTR')]","[aphelion, the senses, we, the same distances, the sun, the same relationship, the aphelion, the two semicircles]",0
4837,"All three observations were made when Mars was in the east, and none with Mars in the west.",51.0,"[('Mars', 'PLAN'), ('east', 'ASTR'), ('Mars', 'PLAN'), ('west', 'ASTR')]","[All three observations, Mars, the east, none, Mars, the west]",0
4838,For the rest of the observations [sc.,51.0,[],"[the rest, the observations]",0
4839,of Mars at these mean longitudes] are lacking.,51.0,"[('Mars', 'PLAN'), ('longitudes', 'ASTR')]","[Mars, these mean longitudes]",0
4840,"Therefore, we will probably be safer to stay with the distance in the descending semicircle.",51.0,[],"[we, the distance, the descending semicircle]",0
4841,"Third, let the same things we have explored above the middle elongations now be explored below, near perihelion.",51.0,"[('perihelion', 'ASTR')]","[the same things, we, the middle elongations, perihelion]",0
4842,"In 1591 on the night following May 13, at 1 hour 40m past midnight, when the sun was at 2° 8' 43"" Gemini, distant from earth 101,487, while the mean longitude of Mars was 8s 22° 18' 4"", anomaly 113° 24' 4"", equated 103° 15' 48"", consequent eccentric position from the vicarious hypothesis 12° 9' 48” Sagittarius (or, by analogy with 26 Sagittarius nearby, just now mentioned, 12° 8¾’",51.0,"[('May 13', 'DATE'), ('2° 8\' 43"" Gemini', 'LONG'), ('longitude', 'ASTR'), ('Mars', 'PLAN'), ('22° 18\' 4""', 'LONG'), ('113° 24\' 4""', 'LONG'), ('103° 15\' 48""', 'LONG'), ('eccentric', 'ASTR'), (""12° 9' 48” Sagittarius"", 'LONG')]","[the night, May, 1 hour, midnight, the sun, 2°, earth, the mean longitude, Mars, 8s 22°, 113°, 103°, consequent eccentric position, the vicarious hypothesis, 12° 9' 48” Sagittarius, analogy, 26 Sagittarius, , just now mentioned, 12° 8¾’]",1
4843,"Sagittarius): Mars was observed at 2° 24½' Capricorn, latitude 2° 15' S ^33.",51.0,"[('Mars', 'PLAN'), ('observed', 'ASTR'), ('latitude', 'ASTR'), (""2° 15'"", 'LONG')]","[Sagittarius, Mars, 2°, S, ^33]",1
4844,"Therefore, the angle at the earth was 30° 15' 44"", and at the planet either 20° 14' 39"" or 20° 15' 42"".",51.0,"[('30° 15\' 44""', 'LONG'), ('20° 14\' 39""', 'LONG'), ('20° 15\' 42""', 'LONG')]","[the angle, the earth, 30°, the planet]",1
4845,"Hence, the distance of Mars (or of the point on the ecliptic) from the sun was 147,802, or more correctly, 147,683.",51.0,"[('Mars', 'PLAN'), ('ecliptic', 'ASTR')]","[the distance, Mars, the point, the ecliptic, the sun]",0
4846,"Here, you see that an error of one minute in eccentric position causes the loss of 120 of our units at this distance of Mars from earth, and at this distance of the sun in the opposite position.",51.0,"[('eccentric', 'ASTR'), ('Mars', 'PLAN')]","[you, an error, one minute, eccentric position, the loss, our units, this distance, Mars, earth, this distance, the sun, the opposite position]",0
4847,So these slight discrepancies need no further attention.,51.0,[],"[these slight discrepancies, no further attention]",0
4848,"Besides, this observation is well supported by others on many of the days nearby, right up to the day of opposition with the sun.",51.0,"[('observation', 'ASTR'), ('opposition', 'ASTR')]","[this observation, others, the days, the day, opposition, the sun]",0
4849,"But since 12° 10' Sagittarius is about 26½’ from the node, the secant of the inclination at this place exceeds the radius by about 11 units, or 15 or 16 in our dimensions, so as to make the distance of Mars from the sun almost exactly 147,820 or 147,700.",51.0,"[(""12° 10' Sagittarius"", 'LONG'), ('node', 'ASTR'), ('inclination', 'ASTR'), ('Mars', 'PLAN'), ('147,820', 'PARA')]","[Sagittarius, the node, the secant, the inclination, this place, the radius, about 11 units, our dimensions, the distance, Mars, the sun]",0
4850,"For a similar distance from aphelion in the other semicircle, we shall take  up again the observations of Chapter 26, where I derived a distance of Mars from the sun of about 147,443 or 147,700 or 147,750.",51.0,"[('aphelion', 'ASTR'), ('Mars', 'PLAN'), ('147,443', 'PARA'), ('147,700', 'PARA')]","[a similar distance, aphelion, the other semicircle, we, the observations, Chapter, I, a distance, Mars, the sun]",0
4851,"And at one of the times noted therein, namely, 1590 March 4 at 7⅕h, the [mean] longitude of Mars was 1s 4° 11' 20"".",51.0,"[('1590 March 4', 'DATE'), ('longitude', 'ASTR'), ('Mars', 'PLAN'), ('4° 11\' 20""', 'LONG')]","[the times, the [mean] longitude, Mars]",1
4852,"Hence, the full-circle complement of the mean anomaly was 114° 41'.",51.0,"[('mean anomaly', 'ASTR'), (""114° 41'"", 'LONG')]","[the full-circle complement, the mean anomaly, 114°]",1
4853,We are thus lower down from aphelion than we were before by one degree and 17 minutes.,51.0,"[('aphelion', 'ASTR')]","[We, aphelion, we, one degree, 17 minutes]",0
4854,And to one degree correspond 230 units at this position on the eccentric.,51.0,"[('eccentric', 'ASTR')]","[one degree, 230 units, this position, the eccentric]",0
4855,"Therefore, the distance of 113° 24' on the ascending semicircle  would be 147,743 or 148,000 or 148,050 (extrapolating from the observations of Ch.",51.0,"[(""113° 24'"", 'LONG'), ('147,743', 'PARA'), ('148,000', 'PARA'), ('148,050', 'PARA')]","[the distance, 113°, the ascending semicircle, the observations, Ch]",0
4856,26).,51.0,[],[],0
4857,"But on the descending semicircle, 147,820 or 147,700 was found here.",51.0,"[('147,820', 'PARA'), ('147,700', 'PARA')]",[the descending semicircle],0
4858,"The difference is about 350 or 180 units, or none; it is rather uncertain.",51.0,[],"[The difference, about 350 or 180 units, none, it]",0
4859,"For the observations with Mars at perigee are rather poorly obtained, on account of the low elevation of the zodiac and many other causes.",51.0,"[('Mars', 'PLAN'), ('perigee', 'ASTR')]","[the observations, Mars, perigee, account, the low elevation, the zodiac, many other causes]",0
4860,"And you see in Chapter 26 that the true distance, hesitantly accepted, fluctuates between 147,443 and 147,750, a difference of 300 units which, in our present undertaking, are of no great importance, since Mars is so low and close to the sun or the center of the world.",51.0,"[('147,443', 'PARA'), ('Mars', 'PLAN')]","[you, Chapter, the true distance, a difference, 300 units, our present undertaking, no great importance, Mars, the sun, the center, the world]",0
4861,"But let us descend here even farther towards perihelion, and explore the same thing about 22 degrees before and after perihelion.",51.0,"[('perihelion', 'ASTR'), ('perihelion', 'ASTR')]","[us, perihelion, the same thing, about 22 degrees, perihelion]",0
4862,On 1589 Dec.,51.0,[],[Dec.],0
4863,"3 at 5h 39m, when the sun's position was 21° 44' 56""  Sagittarius, and its distance from earth was 98,248, and the mean longitude of Mars was 11s 16° 27' 53"", full-circle complement of the anomaly 162° 24' 11"", and the equated eccentric position 20° 4' 32"" Pisces: Mars was observed at 15° 25' 33"" Aquarius, lat.",51.0,"[('5h 39m', 'TIME'), ('21° 44\' 56""', 'LONG'), ('longitude', 'ASTR'), ('Mars', 'PLAN'), ('16° 27\' 53""', 'LONG'), ('162° 24\' 11""', 'LONG'), ('eccentric', 'ASTR'), ('20° 4\' 32"" Pisces', 'LONG'), ('Mars', 'PLAN'), ('observed', 'ASTR'), ('15° 25\' 33"" Aquarius', 'LONG')]","[the sun's position, earth, the mean longitude, Mars, "", full-circle complement, 162°, the equated eccentric position, 20° 4' 32"" Pisces, Mars, 15°, ' 33"" Aquarius, lat]",1
4864,"1° 11' 47"" S ^34.",51.0,"[('1° 11\' 47""', 'LONG')]","[47"" S]",1
4865,But because it was found above in Ch.,51.0,[],"[it, Ch]",0
4866,"42 that our vicarious hypothesis errs somewhat near perihelion, we shall admit other positions, as many as we can obtain, and inquire of them, using the method of Chapter 42, the distance of Mars from the sun, and at the same time a more correct eccentric position as well.",51.0,"[('perihelion', 'ASTR'), ('Mars', 'PLAN'), ('eccentric', 'ASTR')]","[our vicarious hypothesis, perihelion, we, other positions, we, them, the method, Chapter, the distance, Mars, the sun, the same time]",0
4867,"So, on 1591 Oct.",51.0,[],[Oct.],0
